YearsGroup,DevType,Language,Count,Rank
middle,"Developer, front-end",Bash/Shell,364,13
middle,"Developer, front-end",Dart,331,14
middle,"Developer, front-end",Kotlin,298,15
middle,"Developer, front-end",Go,261,16
middle,"Developer, front-end",Ruby,227,17
middle,"Developer, front-end",Swift,195,18
middle,"Developer, front-end",PowerShell,193,19
middle,"Developer, front-end",VBA,169,20
middle,"Developer, front-end",Rust,142,21
middle,"Developer, front-end",R,126,22
middle,"Developer, front-end",Assembly,121,23
middle,"Developer, front-end",Objective-C,71,24
middle,"Developer, front-end",Scala,61,25
middle,"Developer, front-end",Bash/Shell (all shells),45,26
middle,"Developer, front-end",Haskell,44,27
middle,"Developer, front-end",MATLAB,42,28
middle,"Developer, front-end",Matlab,37,29
middle,"Developer, front-end",Groovy,32,30
middle,"Developer, front-end",Elixir,29,31
middle,"Developer, front-end",Perl,28,32
middle,"Developer, front-end",Lua,28,33
middle,"Developer, front-end",Solidity,21,34
middle,"Developer, front-end",Other(s):,15,35
middle,"Developer, front-end",Erlang,14,36
middle,"Developer, front-end",Julia,13,37
middle,"Developer, front-end",F#,12,38
middle,"Developer, front-end",Crystal,11,39
middle,"Developer, front-end",APL,10,40
middle,"Developer, front-end",COBOL,9,41
middle,"Developer, front-end",Visual Basic (.Net),7,42
middle,"Developer, front-end",Delphi,7,43
middle,"Developer, front-end",SAS,7,44
middle,"Developer, front-end",LISP,7,45
middle,"Developer, front-end",Clojure,6,46
middle,"Developer, front-end",GDScript,3,47
middle,"Developer, front-end",OCaml,2,48
middle,"Developer, front-end",Flow,1,49
middle,"Developer, front-end",Prolog,1,50
middle,"Developer, front-end",Lisp,1,51
middle,"Developer, front-end",Cobol,1,52
middle,"Developer, front-end",Fortran,1,53
middle,"Developer, full-stack",JavaScript,6573,1
middle,"Developer, full-stack",HTML/CSS,5586,2
middle,"Developer, full-stack",SQL,4424,3
middle,"Developer, full-stack",TypeScript,3913,4
middle,"Developer, full-stack",Python,3310,5
middle,"Developer, full-stack",Java,2579,6
middle,"Developer, full-stack",C#,2339,7
middle,"Developer, full-stack",PHP,1980,8
middle,"Developer, full-stack",Node.js,1141,9
middle,"Developer, full-stack",C++,1128,10
middle,"Developer, full-stack",C,964,11
middle,"Developer, full-stack",Bash/Shell,829,12
middle,"Developer, full-stack",Go,719,13
middle,"Developer, full-stack",Bash/Shell/PowerShell,710,14
middle,"Developer, full-stack",PowerShell,636,15
middle,"Developer, full-stack",Ruby,613,16
middle,"Developer, full-stack",Dart,590,17
middle,"Developer, full-stack",Kotlin,590,18
middle,"Developer, full-stack",Rust,405,19
middle,"Developer, full-stack",Bash/Shell (all shells),358,20
middle,"Developer, full-stack",Swift,311,21
middle,"Developer, full-stack",VBA,306,22
middle,"Developer, full-stack",R,255,23
middle,"Developer, full-stack",Assembly,241,24
middle,"Developer, full-stack",Scala,164,25
middle,"Developer, full-stack",Objective-C,110,26
middle,"Developer, full-stack",Groovy,106,27
middle,"Developer, full-stack",Elixir,100,28
middle,"Developer, full-stack",Lua,95,29
middle,"Developer, full-stack",Haskell,89,30
middle,"Developer, full-stack",MATLAB,86,31
middle,"Developer, full-stack",Matlab,77,32
middle,"Developer, full-stack",Perl,66,33
middle,"Developer, full-stack",Visual Basic (.Net),61,34
middle,"Developer, full-stack",Solidity,55,35
middle,"Developer, full-stack",Clojure,54,36
middle,"Developer, full-stack",Julia,41,37
middle,"Developer, full-stack",F#,29,38
middle,"Developer, full-stack",Erlang,26,39
middle,"Developer, full-stack",Other(s):,25,40
middle,"Developer, full-stack",LISP,15,41
middle,"Developer, full-stack",Crystal,14,42
middle,"Developer, full-stack",APL,14,43
middle,"Developer, full-stack",COBOL,14,44
middle,"Developer, full-stack",SAS,13,45
middle,"Developer, full-stack",Prolog,9,46
middle,"Developer, full-stack",OCaml,9,47
middle,"Developer, full-stack",Delphi,9,48
middle,"Developer, full-stack",GDScript,9,49
middle,"Developer, full-stack",Zig,8,50
middle,"Developer, full-stack",Ada,7,51
middle,"Developer, full-stack",Apex,6,52
middle,"Developer, full-stack",Lisp,5,53
middle,"Developer, full-stack",Nim,4,54
middle,"Developer, full-stack",Fortran,3,55
middle,"Developer, full-stack",Flow,3,56
middle,"Developer, full-stack",WebAssembly,2,57
middle,"Developer, full-stack",Cobol,1,58
middle,"Developer, game or graphics",JavaScript,192,1
middle,"Developer, game or graphics",HTML/CSS,173,2
middle,"Developer, game or graphics",C#,150,3
middle,"Developer, game or graphics",SQL,132,4
middle,"Developer, game or graphics",Python,120,5
middle,"Developer, game or graphics",Java,119,6
middle,"Developer, game or graphics",TypeScript,94,7
middle,"Developer, game or graphics",C++,89,8
middle,"Developer, game or graphics",C,73,9
middle,"Developer, game or graphics",PHP,71,10
middle,"Developer, game or graphics",Bash/Shell/PowerShell,44,11
middle,"Developer, game or graphics",Kotlin,32,12
middle,"Developer, game or graphics",Node.js,26,13
middle,"Developer, game or graphics",Rust,25,14
middle,"Developer, game or graphics",Assembly,24,15
middle,"Developer, game or graphics",Go,22,16
middle,"Developer, game or graphics",Dart,21,17
middle,"Developer, game or graphics",Swift,21,18
middle,"Developer, game or graphics",Bash/Shell,18,19
middle,"Developer, game or graphics",PowerShell,17,20
middle,"Developer, game or graphics",R,17,21
middle,"Developer, game or graphics",VBA,16,22
middle,"Developer, game or graphics",Objective-C,12,23
middle,"Developer, game or graphics",Ruby,11,24
middle,"Developer, game or graphics",Other(s):,8,25
middle,"Developer, game or graphics",Haskell,6,26
middle,"Developer, game or graphics",Scala,6,27
middle,"Developer, game or graphics",Lua,5,28
middle,"Developer, game or graphics",Matlab,5,29
middle,"Developer, game or graphics",Groovy,4,30
middle,"Developer, game or graphics",Solidity,3,31
middle,"Developer, game or graphics",Perl,3,32
middle,"Developer, game or graphics",LISP,3,33
middle,"Developer, game or graphics",Bash/Shell (all shells),2,34
middle,"Developer, game or graphics",MATLAB,2,35
middle,"Developer, game or graphics",Clojure,2,36
middle,"Developer, game or graphics",Visual Basic (.Net),1,37
middle,"Developer, game or graphics",Zig,1,38
middle,"Developer, game or graphics",Delphi,1,39
middle,"Developer, game or graphics",SAS,1,40
middle,"Developer, game or graphics",Julia,1,41
middle,"Developer, game or graphics",F#,1,42
middle,"Developer, game or graphics",Erlang,1,43
middle,"Developer, game or graphics",APL,1,44
middle,"Developer, game or graphics",Elixir,1,45
middle,"Developer, mobile",JavaScript,1289,1
middle,"Developer, mobile",HTML/CSS,1128,2
middle,"Developer, mobile",Java,1038,3
middle,"Developer, mobile",SQL,864,4
middle,"Developer, mobile",TypeScript,691,5
middle,"Developer, mobile",Python,677,6
middle,"Developer, mobile",Kotlin,568,7
middle,"Developer, mobile",PHP,559,8
middle,"Developer, mobile",Dart,535,9
middle,"Developer, mobile",C#,524,10
middle,"Developer, mobile",C++,414,11
middle,"Developer, mobile",C,383,12
middle,"Developer, mobile",Swift,380,13
middle,"Developer, mobile",Node.js,260,14
middle,"Developer, mobile",Objective-C,168,15
middle,"Developer, mobile",Bash/Shell/PowerShell,147,16
middle,"Developer, mobile",Bash/Shell,143,17
middle,"Developer, mobile",Go,111,18
middle,"Developer, mobile",Ruby,96,19
middle,"Developer, mobile",Assembly,86,20
middle,"Developer, mobile",VBA,80,21
middle,"Developer, mobile",PowerShell,67,22
middle,"Developer, mobile",R,60,23
middle,"Developer, mobile",Rust,52,24
middle,"Developer, mobile",Groovy,37,25
middle,"Developer, mobile",MATLAB,30,26
middle,"Developer, mobile",Haskell,25,27
middle,"Developer, mobile",Matlab,23,28
middle,"Developer, mobile",Scala,17,29
middle,"Developer, mobile",Lua,16,30
middle,"Developer, mobile",Perl,14,31
middle,"Developer, mobile",Bash/Shell (all shells),12,32
middle,"Developer, mobile",Solidity,12,33
middle,"Developer, mobile",Elixir,12,34
middle,"Developer, mobile",Julia,9,35
middle,"Developer, mobile",F#,8,36
middle,"Developer, mobile",Other(s):,7,37
middle,"Developer, mobile",SAS,5,38
middle,"Developer, mobile",Crystal,5,39
middle,"Developer, mobile",APL,5,40
middle,"Developer, mobile",COBOL,5,41
middle,"Developer, mobile",Delphi,5,42
middle,"Developer, mobile",Clojure,5,43
middle,"Developer, mobile",Erlang,5,44
middle,"Developer, mobile",LISP,4,45
middle,"Developer, mobile",Lisp,1,46
middle,"Developer, mobile",Apex,1,47
middle,"Developer, mobile",Prolog,1,48
middle,"Developer, mobile",OCaml,1,49
middle,"Developer, mobile",Fortran,1,50
middle,Educator,JavaScript,218,1
middle,Educator,HTML/CSS,199,2
middle,Educator,Python,156,3
middle,Educator,SQL,145,4
middle,Educator,Java,108,5
middle,Educator,TypeScript,96,6
middle,Educator,PHP,90,7
middle,Educator,C++,80,8
middle,Educator,C,74,9
middle,Educator,C#,67,10
middle,Educator,Bash/Shell/PowerShell,48,11
middle,Educator,Node.js,39,12
middle,Educator,Bash/Shell,37,13
middle,Educator,Kotlin,33,14
middle,Educator,Dart,32,15
middle,Educator,Go,28,16
middle,Educator,Ruby,27,17
middle,Educator,R,21,18
middle,Educator,Assembly,20,19
middle,Educator,Swift,19,20
middle,Educator,PowerShell,14,21
middle,Educator,VBA,12,22
middle,Educator,Rust,11,23
middle,Educator,Objective-C,10,24
middle,Educator,Perl,7,25
middle,Educator,Matlab,5,26
middle,Educator,Haskell,5,27
middle,Educator,Clojure,4,28
middle,Educator,Scala,4,29
middle,Educator,Julia,4,30
middle,Educator,Erlang,3,31
middle,Educator,APL,2,32
middle,Educator,Solidity,2,33
middle,Educator,MATLAB,2,34
middle,Educator,Lua,2,35
middle,Educator,LISP,2,36
middle,Educator,Elixir,2,37
middle,Educator,F#,2,38
middle,Educator,Groovy,2,39
middle,Educator,Other(s):,2,40
middle,Educator,Delphi,1,41
middle,Educator,SAS,1,42
middle,Educator,COBOL,1,43
middle,"Engineer, data",Python,737,1
middle,"Engineer, data",SQL,626,2
middle,"Engineer, data",JavaScript,478,3
middle,"Engineer, data",HTML/CSS,393,4
middle,"Engineer, data",Java,294,5
middle,"Engineer, data",Bash/Shell,184,6
middle,"Engineer, data",TypeScript,175,7
middle,"Engineer, data",C#,162,8
middle,"Engineer, data",C++,147,9
middle,"Engineer, data",R,145,10
middle,"Engineer, data",C,142,11
middle,"Engineer, data",Bash/Shell/PowerShell,130,12
middle,"Engineer, data",Go,106,13
middle,"Engineer, data",Scala,105,14
middle,"Engineer, data",PHP,102,15
middle,"Engineer, data",Node.js,77,16
middle,"Engineer, data",PowerShell,69,17
middle,"Engineer, data",VBA,62,18
middle,"Engineer, data",Rust,51,19
middle,"Engineer, data",Kotlin,47,20
middle,"Engineer, data",Bash/Shell (all shells),46,21
middle,"Engineer, data",Dart,45,22
middle,"Engineer, data",Ruby,35,23
middle,"Engineer, data",Assembly,32,24
middle,"Engineer, data",Swift,26,25
middle,"Engineer, data",Matlab,25,26
middle,"Engineer, data",Perl,19,27
middle,"Engineer, data",Julia,17,28
middle,"Engineer, data",Haskell,16,29
middle,"Engineer, data",Groovy,15,30
middle,"Engineer, data",MATLAB,14,31
middle,"Engineer, data",F#,9,32
middle,"Engineer, data",Objective-C,8,33
middle,"Engineer, data",LISP,8,34
middle,"Engineer, data",Other(s):,8,35
middle,"Engineer, data",Clojure,7,36
middle,"Engineer, data",Elixir,7,37
middle,"Engineer, data",SAS,6,38
middle,"Engineer, data",Lua,5,39
middle,"Engineer, data",Fortran,3,40
middle,"Engineer, data",APL,3,41
middle,"Engineer, data",COBOL,3,42
middle,"Engineer, data",OCaml,2,43
middle,"Engineer, data",Visual Basic (.Net),2,44
middle,"Engineer, data",Crystal,2,45
middle,"Engineer, data",Delphi,2,46
middle,"Engineer, data",Raku,1,47
middle,"Engineer, data",Ada,1,48
middle,"Engineer, data",Cobol,1,49
middle,"Engineer, data",Erlang,1,50
middle,"Engineer, data",Solidity,1,51
middle,"Engineer, site reliability",Python,222,1
middle,"Engineer, site reliability",JavaScript,212,2
middle,"Engineer, site reliability",SQL,172,3
middle,"Engineer, site reliability",HTML/CSS,170,4
middle,"Engineer, site reliability",TypeScript,105,5
middle,"Engineer, site reliability",Java,101,6
middle,"Engineer, site reliability",Go,100,7
middle,"Engineer, site reliability",Bash/Shell,94,8
middle,"Engineer, site reliability",PHP,60,9
middle,"Engineer, site reliability",Bash/Shell/PowerShell,57,10
middle,"Engineer, site reliability",C#,52,11
middle,"Engineer, site reliability",C++,50,12
middle,"Engineer, site reliability",C,49,13
middle,"Engineer, site reliability",Node.js,46,14
middle,"Engineer, site reliability",Ruby,40,15
middle,"Engineer, site reliability",Rust,37,16
middle,"Engineer, site reliability",PowerShell,30,17
middle,"Engineer, site reliability",Dart,25,18
middle,"Engineer, site reliability",R,19,19
middle,"Engineer, site reliability",Groovy,17,20
middle,"Engineer, site reliability",Scala,17,21
middle,"Engineer, site reliability",Kotlin,16,22
middle,"Engineer, site reliability",Assembly,12,23
middle,"Engineer, site reliability",Bash/Shell (all shells),10,24
middle,"Engineer, site reliability",VBA,9,25
middle,"Engineer, site reliability",Elixir,8,26
middle,"Engineer, site reliability",Swift,8,27
middle,"Engineer, site reliability",Haskell,6,28
middle,"Engineer, site reliability",Clojure,6,29
middle,"Engineer, site reliability",Julia,5,30
middle,"Engineer, site reliability",LISP,5,31
middle,"Engineer, site reliability",Erlang,4,32
middle,"Engineer, site reliability",Perl,4,33
middle,"Engineer, site reliability",Matlab,4,34
middle,"Engineer, site reliability",MATLAB,3,35
middle,"Engineer, site reliability",Objective-C,3,36
middle,"Engineer, site reliability",Lua,2,37
middle,"Engineer, site reliability",F#,2,38
middle,"Engineer, site reliability",Delphi,2,39
middle,"Engineer, site reliability",Other(s):,2,40
middle,"Engineer, site reliability",Lisp,1,41
middle,"Engineer, site reliability",Zig,1,42
middle,"Engineer, site reliability",Crystal,1,43
middle,"Engineer, site reliability",Fortran,1,44
middle,"Engineer, site reliability",COBOL,1,45
middle,"Engineer, site reliability",APL,1,46
middle,"Engineer, site reliability",Solidity,1,47
middle,Engineering manager,JavaScript,139,1
middle,Engineering manager,SQL,124,2
middle,Engineering manager,HTML/CSS,122,3
middle,Engineering manager,Python,103,4
middle,Engineering manager,TypeScript,78,5
middle,Engineering manager,Java,50,6
middle,Engineering manager,Go,44,7
middle,Engineering manager,PHP,44,8
middle,Engineering manager,Bash/Shell,42,9
middle,Engineering manager,C,33,10
middle,Engineering manager,C#,33,11
middle,Engineering manager,C++,33,12
middle,Engineering manager,Node.js,32,13
middle,Engineering manager,Bash/Shell/PowerShell,24,14
